,Critical Cases,Diseased,Infected asymptomatic,Infected symptomatic,Isolated,Recovered,Susceptible,accumulated cases,case fatality rate,contact infectivity asymptomatic self,contact infectivity quarantine self,contact infectivity symptomatic self,contacts per person symptomatic self,critical cases recovery rate,death rate,deimmunization rate,first infection,fraction of symptomatic,incidence per 100000,infected asymptomatic recovery rate,infected critical case rate,infected symptomatic recovery rate,infection rate,infection rate asymptomatic self,infection rate quarantined self,infection rate symptomatic self,init total population,isolated critical case rate,isolated recovery rate,isolation rate asymptomatic,isolation rate symptomatic,new cases,non controlled population,symptomatic rate,total infected,total infection rate
90.0,100604.93190129231,150538.56467840084,237344.8252367343,226669.6405346997,0.0,6614182.111197874,670659.9264510192,2498091.538253818,0.06026142852380351,0.375,0.03749999999999999,0.1875,15.0,5804.130686613017,3869.420457742012,18372.72808666076,0,0.48849692683148693,31226.144228172725,11867.241261836714,4533.392810693995,40800.535296245944,11381.685082719676,7703.281589025633,0.0,3678.4034936940416,8000000,0.0,0.0,0.0,0.0,11867.241261836714,7748856.503420327,23734.48252367343,464014.465771434,11381.685082719676
91.0,95500.29423116863,154311.10612987514,214367.2608371291,205985.36902655533,0.0,6651647.640075027,678188.329700267,2509382.9822925595,0.06149364493932182,0.375,0.03749999999999999,0.1875,15.0,5509.632359490498,3673.0882396603324,18476.799000208408,0,0.4900299281899439,31367.28727865699,10718.363041856455,4119.7073805311065,37077.36642477996,10414.092274202187,7034.411454983475,0.0,3379.680819218711,8000000,0.0,0.0,0.0,0.0,10718.363041856455,7750188.599638978,21436.72608371291,420352.6298636844,10414.092274202187
92.0,90486.44144839366,157888.94775952204,193741.05338372322,187080.84560900202,0.0,6684070.417255932,686732.2945434486,2519584.477040493,0.06266467713159536,0.375,0.03749999999999999,0.1875,15.0,5220.371622022711,3480.2477480151406,18566.86227015537,0,0.49125548216589243,31494.80596300616,9687.052669186161,3741.6169121800403,33674.552209620364,9544.070302754664,6436.468715485503,0.0,3107.601587269161,8000000,0.0,0.0,0.0,0.0,9687.052669186161,7751624.610792106,19374.105338372323,380821.89899272524,9544.070302754664
93.0,85587.85097560876,161276.05997028007,175223.2709034015,169835.0106351736,0.0,6711890.914164349,696186.8933512125,2528807.5098241298,0.06377553821069452,0.375,0.03749999999999999,0.1875,15.0,4937.760633208198,3291.8404221387987,18644.141428234303,0,0.49219224612694085,31610.09387280162,8761.163545170075,3396.700212703472,30570.30191433125,8759.67786217577,5900.264577386609,0.0,2859.413284789161,8000000,0.0,0.0,0.0,0.0,8761.163545170075,7753136.0890541375,17522.32709034015,345058.2815385751,8759.67786217577
94.0,80824.45096517837,164477.2670169825,158594.61964837293,154127.83579407344,0.0,6735516.415819484,706459.4107559378,2537152.010435208,0.0648275177602658,0.375,0.03749999999999999,0.1875,15.0,4662.949094144906,3108.6327294299376,18709.767821720787,0,0.49285822975523164,31714.400130440103,7929.730982418647,3082.5567158814692,27743.01044293322,8050.757691630097,5418.037756171922,0.0,2632.719935458175,8000000,0.0,0.0,0.0,0.0,7929.730982418647,7754698.282017868,15859.461964837294,312722.4554424464,8050.757691630097
95.0,76212.07612387251,167498.08068344207,143657.65492330666,139842.20006132926,0.0,6755322.3599868715,717467.6282212022,2544707.4891930516,0.06582213531212466,0.375,0.03749999999999999,0.1875,15.0,4396.850545608029,2931.2336970720194,18764.784333296866,0,0.4932707992704543,31808.843614913145,7182.882746165333,2796.8440012265855,25171.59601103927,7408.624767118048,4983.200040098923,0.0,2425.4247270191254,8000000,0.0,0.0,0.0,0.0,7182.882746165333,7756289.84319271,14365.765492330665,283499.85498463595,7408.624767118048
96.0,71762.91254838943,170344.5513121761,130234.98066014421,126865.26174107357,0.0,6771653.899851087,729138.3938871511,2551554.085014682,0.06676109760424535,0.375,0.03749999999999999,0.1875,15.0,4140.1680316378515,2760.112021091901,18810.149721808575,0,0.49344668272655295,31894.426062683524,6511.7490330072105,2537.3052348214715,22835.747113393245,6825.814351076576,4590.131478238233,0.0,2235.6828728383425,8000000,0.0,0.0,0.0,0.0,6511.7490330072105,7757892.536139456,13023.498066014421,257100.24240121778,6825.814351076576
97.0,67485.92387303282,173023.13561003486,118167.48910687512,115089.41957167012,0.0,6784827.607360849,741406.4244775589,2557763.524276433,0.06764625969829696,0.375,0.03749999999999999,0.1875,15.0,3893.4186849826624,2595.6124566551084,18846.743353780137,0,0.4934019756314122,31972.04405345541,5908.3744553437555,2301.7883914334025,20716.09552290062,6295.877886036369,4234.014975651663,0.0,2061.8629103847056,8000000,0.0,0.0,0.0,0.0,5908.3744553437555,7759490.940516953,11816.748910687511,233256.90867854524,6295.877886036369
98.0,63387.25338533593,175540.5804030245,107312.67485641813,104412.94282360347,0.0,6795133.251919283,754213.2966123548,2563399.9933762844,0.06847958994172343,0.375,0.03749999999999999,0.1875,15.0,3656.9569260770722,2437.971284051382,18875.37014422023,0,0.4931521464795134,32042.499917203553,5365.633742820906,2088.2588564720695,18794.329708248624,5813.217165899115,3910.702246017241,0.0,1902.5149198818738,8000000,0.0,0.0,0.0,0.0,5365.633742820906,7761072.166211659,10731.267485641813,211725.61768002162,5813.217165899115
99.0,59470.59866439709,177903.82134537626,97543.04472576063,94740.3382987677,0.0,6802835.603688108,767506.5932776133,2568520.9292885684,0.06926313868684428,0.375,0.03749999999999999,0.1875,15.0,3430.99607679214,2287.330717861427,18896.7655658003,0,0.49271204203164193,32106.511616107102,4877.152236288031,1894.8067659753542,17053.260893778184,5372.94916952387,3616.6047742454903,0.0,1756.3443952783805,8000000,0.0,0.0,0.0,0.0,4877.152236288031,7762625.579990249,9754.304472576063,192283.38302452833,5372.94916952387
100.0,55737.55680330183,180119.89548508328,88744.63567269195,85982.51131252445,0.0,6808176.222823795,781239.1779026258,2573177.7332363063,0.06999901062354719,0.375,0.03749999999999999,0.1875,15.0,3215.6282771135666,2143.752184742378,18911.600618954984,0,0.49209589234464746,32164.721665453828,4437.231783634597,1719.6502262504891,15476.852036254402,4970.795493980614,3348.604777837126,0.0,1622.190716143488,8000000,0.0,0.0,0.0,0.0,4437.231783634597,7764142.547711637,8874.463567269195,174727.14698521642,4970.795493980614
101.0,52187.93945064464,182195.866536758,80815.64620310975,78056.7681563073,0.0,6811375.205821532,795368.5738316702,2577416.413040845,0.07068934054074819,0.375,0.03749999999999999,0.1875,15.0,3010.842660614114,2007.2284404094094,18920.48668283759,0,0.49131731566513165,32217.705163010563,4040.7823101554873,1561.1353631261459,14050.218268135315,4602.99155915056,3103.982204596888,0.0,1499.0093545536718,8000000,0.0,0.0,0.0,0.0,4040.7823101554873,7765616.19401262,8081.5646203109745,158872.41435941705,4602.99155915056
102.0,48820.057801005845,184138.76170099445,73665.18195057636,70886.69917820847,0.0,6812632.868133041,809856.4312361955,2581278.159856558,0.07133627230287613,0.375,0.03749999999999999,0.1875,15.0,2816.5417962118754,1877.6945308079173,18923.980189258447,0,0.4903893233672536,32265.976998206974,3683.2590975288176,1417.7339835641694,12759.605852077524,4266.211736073309,2880.3546280267774,0.0,1385.857108046532,8000000,0.0,0.0,0.0,0.0,3683.2590975288176,7767041.180498022,7366.518195057635,144551.88112878482,4266.211736073309
103.0,45630.97832861907,185955.51888765485,67212.11281732905,64401.97441470519,0.0,6812131.348638138,824668.0669135763,2584799.864946125,0.07194194080922807,0.375,0.03749999999999999,0.1875,15.0,2632.5564420357155,1755.0376280238106,18922.587079550383,0,0.4893243251473924,32309.998311826566,3360.6056408664526,1288.0394882941039,11592.355394646935,3957.507330511999,2675.6275491634433,0.0,1281.8797813485558,8000000,0.0,0.0,0.0,0.0,3360.6056408664526,7768413.502783748,6721.211281732905,131614.08723203425,3957.507330511999
104.0,42616.75053472585,187652.94324060695,61384.03687882843,58538.077564854764,0.0,6810036.1266431585,839772.0651378457,2588014.5819636337,0.07250845669433087,0.375,0.03749999999999999,0.1875,15.0,2458.6586846957216,1639.1057897971482,18916.767018453218,0,0.48813413469577305,32350.18227454542,3069.2018439414214,1170.7615512970954,10536.853961673858,3674.2549721204896,2487.953123109055,0.0,1186.3018490114348,8000000,0.0,0.0,0.0,0.0,3069.2018439414214,7769730.306224687,6138.403687882843,119922.1144436832,3674.2549721204896
105.0,39772.60830378051,189237.6719168822,56116.344885227685,53235.998912537885,0.0,6806497.446075834,855139.9299057571,2590951.9399361894,0.07303789352478023,0.375,0.03749999999999999,0.1875,15.0,2294.573555987337,1529.715703991558,18906.93735021065,0,0.4868299760542094,32386.899249202368,2805.817244261384,1064.7199782507578,9582.479804256818,3414.1134513845586,2315.695729990784,0.0,1098.4177213937746,8000000,0.0,0.0,0.0,0.0,2805.817244261384,7770989.719779357,5611.634488522768,109352.34379776557,3414.1134513845586
106.0,37093.1466678473,190716.1461387833,51351.37842334248,48441.90346280253,0.0,6801651.644638146,870745.780669098,2593638.5118054207,0.07353227725093679,0.375,0.03749999999999999,0.1875,15.0,2139.989230837344,1426.6594872248963,18893.476790661516,0,0.48542249084532874,32420.481397567757,2567.5689211671242,968.8380692560507,8719.542623304456,3174.987437422471,2157.4031269724655,0.0,1017.5843104500055,8000000,0.0,0.0,0.0,0.0,2567.5689211671242,7772190.70719339,5135.1378423342485,99793.281886145,3174.987437422471
107.0,34572.47588838831,192094.58960901923,47037.67446466136,44106.78695773882,0.0,6795622.388030905,886566.0850493072,2596098.143033545,0.07399357767906123,0.375,0.03749999999999999,0.1875,15.0,1994.5659166377868,1329.710611091858,18876.728855641402,0,0.48392174652643116,32451.226787919313,2351.883723233068,882.1357391547765,7939.221652392987,2954.99682060565,2011.7821685049316,0.0,943.2146521007187,8000000,0.0,0.0,0.0,0.0,2351.883723233068,7773332.934502613,4703.767446466136,91144.46142240017,2954.99682060565
108.0,32204.35480195529,193378.99245328538,43129.288992096415,40186.12947453936,0.0,6788521.8111152565,902579.4231628889,2598352.244413105,0.07442370173985563,0.375,0.03749999999999999,0.1875,15.0,1857.943546266651,1238.6290308444343,18857.005030875713,0,0.48233724578401016,32479.40305516381,2156.464449604821,803.7225894907872,7233.503305417085,2752.4506713264955,1877.6782805065059,0.0,874.7723908199897,8000000,0.0,0.0,0.0,0.0,2156.464449604821,7774416.652744781,4312.928899209642,83315.41846663578,2752.4506713264955
109.0,29982.30535899704,194575.099929395,39585.19257532167,36639.55389077989,0.0,6780451.569144415,918766.2791011127,2600420.0528578027,0.0748244883420128,0.375,0.03749999999999999,0.1875,15.0,1729.7483860959828,1153.1655907306554,18834.58769206782,0,0.4806779371457027,32505.250660722533,1979.2596287660836,732.7910778155979,6595.119700340381,2565.8250032058454,1754.058031757522,0.0,811.7669714483233,8000000,0.0,0.0,0.0,0.0,1979.2596287660836,7775442.594711629,3958.519257532167,76224.74646610155,2565.8250032058454
110.0,27899.71022767857,195688.40521529023,36368.731080613834,33430.49454615163,0.0,6771503.803081302,935108.8558489861,2602318.863602587,0.07519770461348613,0.375,0.03749999999999999,0.1875,15.0,1609.5986669814558,1073.0657779876374,18809.73278633695,0,0.47895222684723104,32528.98579503234,1818.4365540306917,668.6098909230327,6017.489018307294,2393.74368599265,1639.9942711854603,0.0,753.7494148071897,8000000,0.0,0.0,0.0,0.0,1818.4365540306917,7776411.884557053,3636.8731080613834,69799.22562676546,2393.74368599265
111.0,25949.89524904381,196724.14565871318,33447.14510354629,30525.87986211637,0.0,6761762.023595339,951590.9105312597,2604064.2369101844,0.075545043348137,0.375,0.03749999999999999,0.1875,15.0,1497.1093412909888,998.0728941939927,18782.672287764828,0,0.4771679919544379,32550.802961377307,1672.3572551773145,610.5175972423274,5494.658375180947,2234.961978606481,1534.653399727264,0.0,700.3085788792168,8000000,0.0,0.0,0.0,0.0,1672.3572551773145,7777325.959092261,3344.714510354629,63973.024965662655,2234.961978606481
112.0,24126.198425407205,197687.3019380903,30791.142163310793,27895.831436770342,0.0,6751301.918671466,968197.6073649735,2605670.1820715414,0.07586812149069701,0.375,0.03749999999999999,0.1875,15.0,1391.8960630042618,927.9307086695079,18753.616440754075,0,0.47533259470602135,32570.877275894265,1539.5571081655396,557.9166287354069,5021.249658618662,2088.3522527477303,1437.2844254222398,0.0,651.0678273254904,8000000,0.0,0.0,0.0,0.0,1539.5571081655396,7778186.499636522,3079.114216331079,58686.97360008114,2088.3522527477303
113.0,22422.027007890887,198582.59964670465,28374.516168235954,25513.38115586776,0.0,6740192.089920557,984915.3861007632,2607149.321201187,0.07616847950819021,0.375,0.03749999999999999,0.1875,15.0,1293.5784812244742,862.3856541496496,18722.75580533488,0,0.47345289801195833,32589.36651501484,1418.7258084117977,510.2676231173552,4592.4086080561965,1952.8915574370071,1347.2095145000308,0.0,605.6820429369764,8000000,0.0,0.0,0.0,0.0,1418.7258084117977,7778995.3733454235,2837.4516168235955,53887.89732410372,1952.8915574370071
114.0,20830.904127236056,199414.5128701654,26173.80913377464,23354.20710474323,0.0,6728494.722697831,1001731.8440662683,2608513.0350656086,0.07644758151080115,0.375,0.03749999999999999,0.1875,15.0,1201.7829304174645,801.1886202783099,18690.263118605086,0,0.4715352820164175,32606.412938320107,1308.690456688732,467.08414209486466,4203.757278853782,1827.650738857753,1263.8158027712132,0.0,563.8349360865399,8000000,0.0,0.0,0.0,0.0,1308.690456688732,7779754.583002617,2617.380913377464,49528.01623851787,1827.650738857753
